Editeur,Nationalite,Chambre,Duree,Review_title,Review_score,Commentaire
Joris,Pays-Bas,Chambre Triple avec Salle de Bains Privative,1 nuit · octobre 2021,Amazing!,10,"A aimé  · Staff is so helpful! Rooms are really nice and big! Bathroom is so nice as well :)
N'a pas aimé  · -

Traduction en cours......


 - Voir l'original


Voir la traduction"
India,Royaume-Uni,Chambre Supérieure,1 nuit · octobre 2021,"Amazing location, Perfect stay",10,"A aimé  · Where to even begin, the riad is tucked away in the Medina so a little tough to find on your own the first time but if you get the transfer with the riad it’s perfect and easy! It is a little oasis in the middle on the amazing Marrakech. The staff were absolutely lovely and so helpful, huge shoutout to Zach who made our stay the best it could be. Our room was perfect too, the bed was comfy and was a great space for two of us. When I am back in Marrakech I will be staying again
N'a pas aimé  · Nothing!

Traduction en cours......


 - Voir l'original


Voir la traduction"
Lynn,Belgique,Chambre Familiale avec Salle de Bains Privative,1 nuit · octobre 2021,Exceptionnel,10,"A aimé  · We were here a second time, the people are very nice. The rooms are luxureous, we had one with a very big bathtub. On the patio on the upper floor you can have breakfast or chill in the sun. We ate jummy tagine.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Daniela,Autriche,Chambre Triple avec Salle de Bains Privative,2 nuits · septembre 2021,"Beautiful Riad, really quiet, great location, very good breakfast!",10,"A aimé  · Beautiful Riad, really quiet, great location, very good breakfast!
N'a pas aimé  · The Riad is really hard to find because there are no signs. It is better to contact the Riad in advance to pick you up at the musee des confluences.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Adelin,Royaume-Uni,Chambre Familiale avec Salle de Bains Privative,2 nuits · septembre 2021,Best experience,10,"A aimé  · Gorgeous building, and it only gets more breathtaking when you walk in. High quality rooms and high quality service. The staff at this property are all great! They all go above and beyond to make your stay comfortable.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Jason,Belgique,Chambre Triple avec Salle de Bains Privative,2 nuits · septembre 2021,Exceptionnel,10,"A aimé  · Very beautiful riad with a friendly staff
N'a pas aimé  · When you arrive in Marrakech ask if someone of the staff can pick you up or else you will have a really difficult time to find it and have locals who will bother you.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Ido,Israël,Chambre Supérieure,1 nuit · septembre 2021,Exceptionnel,10,"A aimé  · Amazing value for money!!
Very nicely decorated, clean, good food and great location. The staff is super nice and helpful!
N'a pas aimé  · The location is deep in the alleys of Marrakech, hard to find alone.

Traduction en cours......


 - Voir l'original


Voir la traduction"
April,Irlande,Chambre Supérieure,1 nuit · septembre 2021,Boho Chic Hotel,10,"A aimé  · The entire property was lovely and very beautifully decorated. Each part of the riad has its own unique style. I like the fact how cozy it is and it have soooo many plants. 
The staff were all helpful and I really appreciate the fact that the staff (unfortunately i forgit his name) took time to warn us not to go with anyone to the hotel except with them. 
Food was a lotttt and very tasty. 
I like the entire property and its value for money.
N'a pas aimé  · Nothing

Traduction en cours......


 - Voir l'original


Voir la traduction"
Vivian,Espagne,Chambre Triple avec Salle de Bains Privative,7 nuits · août 2021,Great value for money,"8,0","A aimé  · The best way to experience the culture through this beautiful Riad.
The staff is sooo nice and helpful, the room is beautifully decorated and very comfortable,
The breakfast is very complete 
I highly recommend this place and hope to come back on my next trip
N'a pas aimé  · The narrow alleys to arrive to the Riad could be shocking and frightening at the beginning but is safe, day and night, even for a women like me traveling alone.
But the location is perfect

Traduction en cours......


 - Voir l'original


Voir la traduction"
Mohammad,Allemagne,Chambre Supérieure,2 nuits · août 2021,One of the best Riads ever,10,"A aimé  · Very nice and helpful team: Redouan and Ismail.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Susana,États-Unis,Chambre Triple avec Salle de Bains Privative,2 nuits · août 2021,Amazing place for the best price.,10,"A aimé  · The bedroom, the bathroom is beautiful, the roof top is so cozy.
N'a pas aimé  · A little confusing the first time, but once you are there it is an Oasis. Amazing facility, don't get discouraged but the alley, it is Morroco after all.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Vanja,Serbie,Chambre Triple avec Salle de Bains Privative,2 nuits · août 2021,Fabuleux,"9,0","A aimé  · Polite staff, clean rooms and lovely interior.
N'a pas aimé  · Narrow streets that lead to the riad can be a bit creepy.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Paige,États-Unis,Chambre Supérieure,1 nuit · juillet 2021,"Great service, a small, quiet stay.","9,0","A aimé  · The location was a little hard to find, but the staff was very attentive and helpful. The breakfast was great, the room was cool and private- perfect for my quick stay!
N'a pas aimé  · I wish I had a map of how to get to the location prior.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Hediye,Turquie,Chambre Triple avec Salle de Bains Privative,1 nuit · juillet 2021,Great experience and great staff!,10,"A aimé  · Staffs were very helpful, warm and welcoming. Also, they arranged us early breakfast it was a nice gesture. Environment and the interior design is breathtaking! Exactly the same as the photos. Recommend 100%! شكراً!

Traduction en cours......


 - Voir l'original


Voir la traduction"
Kenza,Espagne,Chambre Familiale avec Salle de Bains Privative,1 nuit · juillet 2021,Fabuleux,"9,0","A aimé  · Welcoming and has a home
Like feel.  Really friendly staff and very accommodating.
N'a pas aimé  · Everything was fine considering the price!

Traduction en cours......


 - Voir l'original


Voir la traduction"
Olga,Russie,Chambre Supérieure,3 nuits · juin 2021,Exceptionnel,10,"A aimé  · Good location, very kindly friendly interesting and helful staff, very comfortable room in authentic style. 
The whole hotel has an amazing design: reception, lunch zones, terrace, rooms.
I love terrace in this riad so much! There is place to chill under the sun and to do some work under the shadow of the roof.
And also there is very good and delicious breakfasts!

Traduction en cours......


 - Voir l'original


Voir la traduction"
Meriem,Maroc,Chambre Supérieure,2 nuits · juin 2021,Très bien,"8,0","A aimé  · It's was a good experience

Traduction en cours......


 - Voir l'original


Voir la traduction"
Mister,Émirats arabes unis,Chambre Triple avec Salle de Bains Privative,4 nuits · mai 2021,It was great stay. Location is perfect!,10,"A aimé  · The location and how the room is so clean.
They would gladly help with anything, could be a question to what places to see or to where to go as what you love to visit. They even offered a free Moroccan Tea.
Would love to mention Zaccharia and Ishmael from the reception. They are very friendly and accommodating.
if you are staying in Marrakech, best place to stay.
N'a pas aimé  · Nothing

Traduction en cours......


 - Voir l'original


Voir la traduction"
Joelle,États-Unis,Chambre Supérieure,3 nuits · mai 2021,Riad Farhan is one of the most beautiful hotels I have ever stayed at!,10,"A aimé  · My stay at Riad Farhan was absolutely amazing. The property is beautiful and located in the heart of Marrakech's old city. The staff is very friendly, and the breakfast is delicious! It was the perfect place to stay in Marrakech, and I cannot recommend it enough to my friends and family!

Traduction en cours......


 - Voir l'original


Voir la traduction"
